site;year;adult;young;cox;coy;ele;len;pre;pro;wid;cor;spm;spr;bm;bv
ud18;2009;NA;NA;13.024829;46.224028;158;0;1;1;825;1100;0;1;NA;NA
ud19;2009;NA;NA;13.022578;46.222850;158;0;0;1;825;1100;0;1;NA;NA
ud20;2009;NA;NA;13.017900;46.212300;155;200;1;1;600;850;0;1;NA;NA
ud21;2009;NA;NA;13.009970;46.211030;150;200;1;1;600;900;0;1;NA;NA
ud22;2009;NA;NA;12.997943;46.207310;142;300;1;1;725;1100;0;1;NA;NA
ud23;2009;NA;NA;12.972994;46.203492;140;300;1;1;600;900;0;1;NA;NA
ud24;2009;NA;NA;12.716445;46.570486;1240;300;1;1;8;22;0;1;460;675
ud25;2009;NA;NA;12.712293;46.569742;1235;100;1;1;8;12;0;1;870;350
ud26;2009;NA;NA;12.704241;46.567782;1215;650;1;1;8;40;0;0;300;225
ud27;2009;NA;NA;12.699898;46.565866;1210;50;1;1;8;15;0;0;175;50
ud28;2009;NA;NA;12.692917;46.564333;1200;500;1;1;12;25;0;1;500;850
ud29;2009;NA;NA;12.683053;46.561305;1190;50;1;0;12;20;0;1;90;300
ud30;2009;NA;NA;12.679961;46.561323;1190;150;1;0;12;40;0;1;300;100
ud31;2009;NA;NA;12.673330;46.560750;1175;100;1;1;12;22;0;1;25;540
ud32;2009;NA;NA;12.671540;46.561181;1170;50;1;0;12;45;0;1;170;400
ud33;2009;NA;NA;12.670791;46.561602;1165;20;1;0;10;15;0;0;250;325
ud34;2009;NA;NA;12.663703;46.564933;1150;350;1;1;15;30;0;0;350;NA
av1;2009;0;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2009;8;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2009;0;3;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2009;0;0;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2009;3;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2009;4;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2009;3;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2009;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2009;1;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2009;70;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2009;0;5;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2009;10;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2009;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2009;1;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2009;21;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2009;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2009;18;5;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2009;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2009;100;100;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2010;0;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2010;8;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2010;0;4;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2010;0;10;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2010;3;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2010;3;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2010;3;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2010;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2010;1;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2010;70;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2010;0;10;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2010;10;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2010;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2010;1;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2010;21;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2010;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2010;15;5;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2010;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2010;150;200;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2011;0;2;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2011;8;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2011;0;4;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2011;0;10;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2011;3;1;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2011;2;1;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2011;3;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2011;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2011;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2011;65;1;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2011;5;16;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2011;10;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2011;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2011;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2011;21;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2011;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2011;16;7;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2011;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2011;250;250;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2012;0;1;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2012;8;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2012;0;4;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2012;9;3;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2012;3;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2012;1;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2012;3;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2012;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2012;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2012;60;3;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2012;8;13;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2012;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2012;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2012;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2012;13;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2012;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2012;16;6;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2012;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2012;450;100;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2013;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2013;8;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2013;0;4;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2013;7;0;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2013;2;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2013;1;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2013;2;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2013;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2013;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2013;50;2;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2013;12;0;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2013;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2013;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2013;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2013;7;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2013;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2013;16;6;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2013;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2013;400;50;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2014;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2014;5;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2014;4;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2014;7;0;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2014;1;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2014;1;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2014;1;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2014;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2014;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2014;30;2;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2014;9;0;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2014;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2014;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2014;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2014;6;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2014;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2014;17;5;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2014;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2014;375;100;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2015;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2015;2;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2015;4;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2015;7;40;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2015;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2015;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2015;1;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2015;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2015;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2015;15;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2015;9;0;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2015;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2015;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2015;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2015;6;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2015;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2015;15;0;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2015;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2015;375;70;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2016;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2016;2;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2016;4;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2016;8;60;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2016;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2016;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2016;1;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2016;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2016;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2016;4;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2016;7;10;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2016;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2016;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2016;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2016;5;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2016;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2016;13;0;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2016;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2016;325;20;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2017;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2017;1;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2017;3;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2017;35;30;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2017;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2017;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2017;0;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2017;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2017;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2017;3;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2017;12;2;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2017;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2017;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2017;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2017;5;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2017;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2017;10;1;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2017;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2017;305;95;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2018;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2018;0;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2018;1;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2018;60;20;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2018;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2018;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2018;0;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2018;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2018;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2018;0;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2018;12;3;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2018;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2018;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2018;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2018;5;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2018;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2018;6;0;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2018;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2018;370;70;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2019;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2019;0;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2019;1;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2019;2;0;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2019;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2019;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2019;0;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2019;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2019;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2019;0;0;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2019;10;0;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2019;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2019;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2019;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2019;0;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2019;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2019;3;0;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2019;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2019;160;10;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
av1;2020;1;0;708891.2;5149214.46;1370;5;0;0;40;50;0;1;1850;550
av2;2020;0;0;708815.27;5149179.4;1370;80;1;0;40;50;0;1;1890;510
av3;2020;0;0;707182.52;5146674.72;1310;5;0;0;30;50;1;1;1330;410
av4;2020;0;0;707192.18;5146638.07;1310;15;0;0;25;40;1;1;1340;400
av5;2020;0;0;706911.85;5145923.56;1305;50;1;0;10;40;0;1;420;350
av6;2020;0;0;706384.03;5145475.68;1300;20;1;0;10;18;1;1;320;290
av7;2020;0;0;699183.49;5130274.27;975;10;1;1;30;40;1;1;460;1400
av8;2020;0;0;699087.88;5130205.86;970;1;1;1;40;50;1;1;560;670
av9;2020;0;0;698739.07;5129769.51;970;60;1;1;50;80;1;1;1130;730
av10;2020;0;200;698684.57;5129628.22;960;200;1;1;100;180;1;1;1330;560
av11;2020;10;10;698706.79;5129703.63;960;150;0;1;70;180;1;1;1160;630
av12;2020;0;0;695651.64;5128526.76;910;90;1;0;40;50;1;1;90;130
av13;2020;0;0;694997.94;5128561.34;905;400;1;1;30;80;1;1;570;800
av14;2020;0;0;690466.68;5128546.92;855;1;0;0;30;40;0;1;410;500
av15;2020;0;0;689893.06;5128441.62;850;150;1;0;30;90;1;1;120;1300
av16;2020;0;0;689000.35;5128125.7;845;100;1;0;28;50;1;1;1230;170
av17;2020;2;0;707296.48;5145073.14;1340;15;1;0;12;12;1;1;20;30
av18;2020;0;0;711112.1;5144781.89;1760;200;1;0;20;25;0;0;0;0
av19;2020;125;110;701942.56;5131888.95;1055;390;1;0;110;110;0;1;200;200
